account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn_flag
90,0,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,0
115,0,0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,0
144,0,1,18,106.4,109,108.1,113,208.4,111,10.1,5,1,0
91,0,0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,0
71,1,0,0,178.2,113,167.8,94,182.1,111,13.6,3,3,1
132,0,1,36,226.2,103,181.6,125,258.8,102,10.5,5,3,1
41,0,1,34,194.4,63,254.9,110,160.2,115,17.2,9,2,0
44,0,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,0
78,0,0,0,75.0,116,248.7,87,176.0,83,9.5,6,3,0
149,0,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,0
72,0,1,33,96.6,59,315.4,98,163.3,117,6.2,4,4,1
139,0,1,20,214.6,101,235.1,132,162.8,132,14.8,12,0,0
141,0,1,23,149.7,112,162.5,118,220.3,115,7.6,2,3,0
140,0,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,0
99,0,0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,0
166,0,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,0
124,0,0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,0
74,0,0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,0
117,0,0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,0
85,0,0,0,222.3,132,231.5,101,223.5,75,11.0,2,3,0
36,0,1,16,149.4,111,131.8,113,132.7,87,6.7,2,0,0
102,1,0,0,233.8,103,221.6,131,146.9,106,12.8,3,0,0
76,0,0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,0
165,0,0,0,242.9,126,209.8,65,228.4,126,0.0,0,1,0
130,0,0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,0
55,1,0,0,191.9,91,256.1,110,203.7,101,14.3,6,1,1
92,1,0,0,130.7,113,260.6,122,244.2,98,9.4,2,2,1
129,0,1,33,119.6,104,278.7,88,263.4,175,5.9,2,2,0
18,0,0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,0
161,1,0,0,156.1,114,180.3,63,179.6,115,11.1,9,2,0
75,1,0,0,211.3,61,105.6,119,175.9,63,9.7,4,4,1
126,0,1,23,114.3,102,190.3,103,240.4,111,12.6,7,3,0
93,1,0,0,216.9,61,207.4,120,221.7,110,17.5,5,1,1
109,1,1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,0
80,0,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,0
41,0,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,0
136,0,1,31,143.1,88,236.6,65,227.8,120,11.4,5,2,0
92,0,0,0,154.0,122,329.8,88,288.0,117,5.6,2,3,1
143,0,1,24,186.6,69,222.0,116,234.9,138,11.6,5,1,0
118,0,1,26,170.8,114,199.5,125,169.7,98,9.6,5,5,1
193,0,1,17,124.0,102,202.9,81,205.1,129,12.3,3,1,0
73,0,0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,0
62,0,0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,0
30,0,1,30,217.4,74,213.8,86,227.2,104,6.6,3,0,0
60,1,1,29,265.9,113,215.8,94,108.1,82,14.0,12,0,1
96,0,0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,0
52,0,0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,0
87,0,0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,0
41,0,0,0,202.9,97,153.8,104,113.5,92,9.0,3,3,0
112,0,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,0
88,0,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,1
122,0,1,27,253.7,84,229.2,109,190.5,123,9.2,5,7,0
61,0,0,0,45.0,108,151.3,74,152.9,94,9.8,6,2,0
87,0,0,0,231.3,105,171.7,108,67.7,136,13.0,6,1,0
30,0,0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,0
95,0,1,22,40.9,126,133.4,90,264.2,91,11.9,7,0,0
46,0,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,0
100,1,0,0,68.5,110,337.1,115,205.2,99,12.1,9,0,0
77,0,0,0,163.0,112,219.1,89,233.4,66,6.7,3,2,0
98,0,1,38,213.7,61,253.0,104,207.7,73,10.7,5,2,0
125,0,1,36,201.3,117,42.2,78,125.7,104,5.4,3,1,0
194,0,0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,0
190,0,1,22,166.5,93,183.0,92,121.0,102,8.5,3,0,0
165,0,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,0
59,0,0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,0
47,0,1,28,141.3,94,168.0,108,113.5,84,7.8,2,1,0
150,0,1,29,209.9,77,158.0,52,141.9,113,6.6,1,0,0
152,1,1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,1
26,0,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,0
79,0,1,31,103.1,90,243.0,135,76.4,92,12.2,8,3,0
95,0,1,27,129.5,106,248.9,90,268.0,115,11.9,3,1,0
69,1,0,0,279.8,90,248.7,91,171.0,118,8.4,10,2,1
95,1,1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,1
31,0,1,31,100.1,54,246.3,97,255.0,131,5.9,3,0,0
121,0,1,31,237.1,63,205.6,117,196.7,85,10.1,5,4,0
44,0,0,0,288.1,112,258.0,92,192.4,90,10.2,4,3,1
74,0,1,25,194.6,84,119.9,103,175.5,75,13.1,2,2,0
58,0,1,20,194.5,110,213.7,89,236.6,92,9.5,2,1,0
74,0,0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,1
125,0,0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,0
80,0,0,0,160.6,103,237.0,109,245.1,88,10.7,1,1,0
99,0,1,28,200.7,88,264.2,116,172.7,102,9.1,5,1,0
99,0,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,0
66,0,1,29,229.4,104,257.4,84,231.5,119,8.0,1,2,0
97,0,0,0,211.0,76,189.0,100,123.0,102,4.7,4,3,0
75,0,1,37,121.5,97,271.4,110,248.7,97,11.3,5,2,0
85,1,0,0,216.0,73,188.2,117,147.1,98,3.6,7,2,0
108,0,0,0,293.0,88,160.6,101,143.9,87,10.0,6,2,0
51,0,0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,0
186,0,1,26,74.3,107,177.3,116,296.3,90,14.5,3,2,0
44,1,0,0,62.3,92,275.0,82,138.7,108,10.8,3,1,0
64,0,1,31,228.6,88,248.5,109,167.1,124,9.0,1,3,0
44,0,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,1
114,0,1,36,309.9,90,200.3,89,183.5,105,14.2,2,1,0
110,0,0,0,149.8,112,180.0,93,140.0,119,11.7,4,2,0
90,0,1,30,183.8,76,229.7,95,144.1,124,7.7,3,1,0
72,0,1,21,186.7,108,335.0,86,187.2,119,16.5,4,1,0
113,0,0,0,209.4,151,347.3,113,246.0,116,7.4,2,1,1
171,0,1,25,223.2,77,183.2,118,150.8,90,10.2,3,3,0
104,0,0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,0
165,0,0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,0
104,0,0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,1
110,0,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,0
90,1,0,0,221.8,97,203.8,134,215.8,154,8.4,4,1,0
114,0,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,0
101,0,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,1
117,0,1,14,80.2,81,219.0,103,122.6,102,8.6,2,1,0
82,0,0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,0
92,0,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,0
82,0,1,29,207.2,111,254.1,137,169.3,92,9.5,5,2,0
90,0,0,0,205.7,138,161.9,83,269.7,104,12.5,6,2,0
124,0,0,0,157.5,70,130.7,79,193.4,98,9.6,4,3,0
39,0,0,0,160.4,68,102.6,103,235.3,106,9.1,5,2,0
75,0,1,46,214.1,62,200.9,111,246.8,126,9.2,6,0,0
102,0,0,0,102.6,89,246.0,77,170.5,140,9.1,4,2,0
143,0,0,0,202.8,109,165.8,104,143.9,71,4.6,4,1,0
53,0,0,0,57.5,95,265.5,131,244.3,128,11.6,6,3,0
30,0,0,0,169.9,144,225.2,118,169.7,93,11.4,7,1,0
112,0,0,0,335.5,77,212.5,109,265.0,132,12.7,8,2,1
129,0,0,0,139.5,119,289.3,105,129.4,97,13.1,8,0,0
63,0,1,29,142.3,107,118.7,56,240.1,91,6.6,8,1,0
28,0,0,0,187.8,94,248.6,86,208.8,124,10.6,5,0,0
90,0,0,0,193.7,83,154.2,79,299.0,60,12.7,3,1,0
151,0,0,0,156.4,108,233.4,118,195.7,141,7.7,6,4,0
105,1,1,29,220.7,82,217.7,110,190.5,100,13.2,6,1,1
41,0,1,37,239.8,110,221.9,115,189.1,100,7.3,1,2,0
48,0,1,43,172.0,111,200.2,64,233.1,96,8.0,5,1,0
166,1,1,35,128.2,138,274.5,113,298.9,130,8.8,7,2,0
79,0,0,0,130.2,119,290.9,121,194.8,140,14.0,6,3,0
153,0,0,0,195.4,107,154.6,96,142.8,97,11.6,6,1,0
110,1,0,0,293.3,79,188.5,90,266.9,91,14.5,4,0,1
163,0,0,0,191.3,89,193.9,87,268.4,121,12.8,4,1,0
105,0,1,33,209.6,68,146.9,140,121.0,131,10.6,3,2,0
172,0,0,0,215.7,140,146.3,84,264.6,83,7.1,1,3,0
126,0,0,0,161.4,110,220.6,125,249.2,78,5.1,2,0,0
97,0,0,0,144.2,91,226.7,137,144.6,72,13.8,4,3,0
95,1,1,37,220.2,109,185.3,99,205.1,82,4.1,2,0,1
87,0,0,0,256.2,105,160.7,102,249.4,80,7.4,2,4,0
97,0,0,0,112.7,119,217.7,109,152.1,76,6.5,5,1,0
140,0,0,0,194.8,107,170.9,99,225.1,93,13.9,4,0,0
169,0,0,0,100.8,112,230.0,69,193.6,95,9.5,2,0,0
68,0,1,22,82.5,97,289.9,94,180.0,114,4.8,4,3,0
122,0,1,34,146.4,104,89.7,103,220.0,91,15.6,4,2,0
36,0,0,0,177.9,129,224.6,87,306.3,102,10.8,6,2,0
120,0,1,27,153.5,84,194.0,73,256.5,94,10.2,7,5,0
121,0,0,0,150.7,105,197.3,133,169.0,116,9.2,15,1,0
64,0,1,19,180.1,106,127.5,92,237.4,118,7.5,3,0,0
13,0,1,31,265.3,94,147.6,95,259.3,117,12.9,1,1,0
106,0,0,0,128.6,83,134.0,114,210.6,113,11.4,2,0,0
88,0,0,0,161.5,92,173.5,108,206.2,95,7.9,4,2,0
74,0,0,0,165.3,120,198.5,106,208.5,102,9.8,3,1,0
83,0,0,0,195.0,92,210.5,83,180.6,92,11.0,13,0,0
49,0,0,0,213.8,79,265.1,93,239.8,128,15.6,7,0,0
111,0,1,24,205.5,114,219.3,99,215.9,95,14.0,4,1,0
50,0,1,22,252.9,112,177.9,99,158.4,146,8.5,4,3,0
88,0,0,0,192.0,91,127.6,127,155.6,125,7.5,5,1,0
131,0,1,39,69.1,122,101.3,136,104.8,94,9.1,4,0,0
79,0,0,0,261.7,97,210.6,48,256.7,83,6.0,3,3,1
140,0,0,0,235.5,81,257.2,130,103.1,111,11.5,4,2,0
105,0,0,0,213.4,100,204.9,52,179.7,93,9.5,6,1,0
87,0,1,22,263.8,65,103.4,115,208.1,109,8.5,3,3,0
96,0,1,31,183.4,126,195.5,106,180.1,93,10.5,5,1,0
79,0,0,0,157.6,85,194.1,92,231.5,86,9.4,10,5,1
55,0,0,0,175.6,147,161.8,118,289.5,55,9.3,4,0,0
130,0,0,0,242.5,101,102.8,114,142.4,89,9.3,2,2,0
34,0,0,0,151.0,102,131.4,101,186.6,86,9.9,7,0,0
139,0,0,0,138.1,103,164.5,100,134.9,63,8.3,2,1,0
109,0,0,0,264.7,69,305.0,120,197.4,86,9.5,9,1,1
65,0,1,31,282.3,70,152.0,89,225.5,93,12.0,4,1,0
152,0,0,0,197.1,126,130.1,76,78.1,100,7.4,4,3,0
147,0,0,0,205.3,95,166.7,128,240.6,84,7.8,4,1,0
112,0,1,22,181.8,110,228.1,123,262.7,141,9.2,4,2,0
120,0,0,0,252.0,120,150.2,106,151.8,96,9.6,1,2,0
171,0,0,0,231.2,135,188.7,74,206.9,124,12.3,1,1,0
101,0,1,33,200.1,108,188.9,122,205.1,90,15.5,4,0,0
32,0,1,26,266.7,109,232.3,107,212.8,98,16.3,4,1,0
151,0,0,0,175.3,106,144.3,87,160.2,88,11.8,5,0,0
60,0,0,0,125.1,99,248.8,62,211.3,79,11.2,3,3,0
119,0,0,0,176.8,90,224.7,81,204.6,77,7.5,15,1,0
43,0,0,0,241.9,101,129.4,121,264.8,104,5.9,3,1,0
84,0,0,0,217.1,99,236.0,68,118.3,120,9.4,4,1,0
65,0,0,0,195.4,110,181.2,109,178.5,105,8.9,4,0,0
75,1,0,0,222.4,78,327.0,111,208.0,104,8.7,9,1,1
116,0,0,0,189.5,90,189.8,118,205.8,83,13.1,2,1,0
107,0,0,0,123.1,100,158.4,82,256.1,82,9.3,5,0,0
189,0,1,38,256.7,98,150.5,120,123.0,87,11.4,3,3,0
123,0,0,0,159.1,94,241.6,119,202.4,120,6.5,1,1,0
110,0,0,0,100.1,90,233.3,93,204.4,57,11.1,8,3,0
63,0,1,32,30.9,113,187.0,113,230.8,101,8.6,7,1,0
176,0,0,0,223.2,76,214.4,131,154.4,80,10.1,2,3,0
108,0,0,0,187.4,101,199.9,126,216.1,107,12.6,8,1,0
71,0,0,0,277.5,104,131.8,121,126.9,101,8.2,2,1,0
137,0,0,0,147.2,119,192.8,91,172.7,105,10.2,4,1,0
82,0,0,0,185.8,36,276.5,134,192.1,104,5.7,7,4,0
92,0,1,29,155.4,110,188.5,104,254.9,118,8.0,4,3,0
165,0,0,0,154.2,91,268.6,108,188.8,99,10.9,4,6,0
96,0,0,0,97.6,98,105.5,118,220.2,105,11.6,9,1,0
156,0,0,0,178.8,94,178.4,97,169.2,77,7.5,3,1,0
63,0,0,0,149.3,104,273.6,75,206.6,72,9.1,4,0,0
37,0,0,0,206.0,89,186.0,88,307.1,86,8.4,11,0,0
98,0,0,0,216.8,86,190.8,114,187.5,79,11.0,9,0,0
121,0,0,0,103.3,110,129.1,82,167.1,113,10.7,3,0,0
94,0,0,0,139.4,95,159.1,92,128.2,129,7.7,3,0,0
99,0,0,0,191.2,110,163.9,102,243.6,114,14.1,3,1,0
163,0,1,23,160.0,104,189.4,64,229.9,118,10.4,7,1,0
161,0,0,0,221.7,95,193.0,82,194.1,113,6.5,4,3,0
108,0,0,0,215.6,78,195.3,119,194.4,65,3.6,5,1,0
84,0,1,42,165.3,97,223.5,118,260.8,72,7.6,7,3,0
83,1,1,32,94.7,111,154.4,98,200.4,109,10.6,6,2,0
139,0,0,0,203.2,81,152.5,99,197.8,76,9.7,3,2,0
69,0,0,0,195.3,70,216.7,108,259.9,119,12.5,4,3,0
106,0,0,0,114.4,104,78.3,101,232.7,78,0.0,0,2,0
158,0,0,0,222.8,101,203.0,128,210.6,106,6.9,2,2,0
168,0,1,22,175.9,70,211.7,105,174.5,81,7.3,5,2,0
115,1,0,0,249.9,95,242.5,104,151.7,121,15.3,6,1,1
57,1,1,30,234.5,130,195.2,116,268.8,94,11.4,4,2,0
67,0,0,0,210.7,116,219.2,86,179.7,83,7.2,6,1,0
127,0,0,0,182.3,124,169.9,110,184.0,116,9.3,3,1,0
78,0,0,0,190.3,88,194.5,89,256.5,109,11.7,5,2,0
100,0,1,38,177.1,88,163.7,108,242.7,72,7.4,2,0,0
103,0,1,36,87.2,92,169.3,110,166.7,80,10.9,5,6,1
113,0,0,0,215.6,96,193.4,127,105.4,115,13.5,3,1,0
129,0,1,36,192.8,103,177.0,83,216.5,118,16.4,5,1,0
57,0,0,0,149.3,100,200.2,110,231.7,101,11.9,3,2,0
82,0,0,0,143.7,116,170.7,99,287.7,95,7.8,5,1,0
64,0,0,0,224.8,111,190.0,101,221.4,110,9.2,2,1,0
86,0,1,39,261.2,122,214.2,101,154.9,101,12.7,5,2,0
151,0,1,26,196.5,98,175.8,111,221.8,124,13.4,5,0,0
94,0,0,0,271.2,105,202.6,105,221.6,51,11.5,3,3,1
90,0,0,0,207.2,121,292.5,104,226.3,103,8.0,1,2,0
48,0,0,0,300.4,94,133.2,103,197.4,94,7.2,5,2,0
93,1,1,20,187.5,110,169.8,94,175.3,127,12.1,4,1,0
169,1,0,0,57.1,98,199.7,78,274.7,103,6.5,6,3,0
91,1,0,0,145.0,89,175.8,102,223.7,151,16.7,3,2,1
101,0,0,0,190.7,72,208.6,103,203.8,111,8.8,8,1,0
67,0,1,20,230.6,40,189.1,58,162.2,115,9.4,2,1,0
66,0,0,0,34.0,133,278.6,61,129.6,120,11.5,3,0,0
116,0,1,17,193.4,112,240.6,131,248.1,98,11.4,3,5,0
158,0,0,0,202.0,126,163.5,86,195.4,84,10.4,6,1,0
119,0,1,26,161.3,97,250.3,110,142.4,92,6.6,8,1,0
120,0,0,0,150.6,85,119.0,128,232.9,123,6.4,2,1,0
155,0,0,0,184.6,102,196.0,117,226.5,122,7.8,1,1,0
106,0,0,0,220.7,120,270.2,95,121.6,113,8.7,5,1,0
146,0,1,32,154.0,80,185.5,91,148.2,107,8.2,4,3,0
101,0,1,29,121.1,116,186.4,100,241.7,75,10.1,6,0,0
22,0,1,23,182.1,94,164.6,59,128.8,102,12.7,4,3,0
90,0,0,0,109.6,88,137.6,108,159.7,121,11.0,5,2,0
41,0,0,0,209.9,105,121.9,105,253.7,104,9.6,4,1,0
33,0,0,0,213.9,88,239.8,119,148.7,71,9.8,14,2,0
112,0,0,0,115.8,108,243.3,111,184.6,78,13.1,5,1,0
108,0,1,30,276.6,99,220.1,113,177.9,95,9.8,6,2,0
136,0,1,21,179.4,88,181.1,97,320.7,120,9.5,4,2,0
128,0,0,0,187.3,84,270.8,95,206.4,68,10.1,5,1,0
27,0,0,0,201.2,128,227.2,100,145.8,91,8.4,3,2,0
161,1,0,0,189.6,78,267.4,117,184.5,137,1.3,6,1,0
33,0,1,35,186.8,124,261.0,69,317.8,103,15.0,5,0,0
120,0,1,31,153.5,83,219.1,96,237.4,76,11.4,4,0,0
122,1,0,0,230.9,132,243.2,99,182.4,57,11.0,2,0,1
148,0,1,26,244.9,150,118.0,138,236.0,91,15.2,4,2,0
74,0,0,0,230.9,93,223.0,78,157.8,101,9.7,2,3,0
106,0,0,0,187.1,104,250.2,117,144.9,81,11.0,3,1,0
179,0,0,0,170.7,54,191.1,108,214.6,107,13.3,4,1,0
149,1,1,28,126.9,97,166.9,102,145.2,77,8.8,3,5,1
77,0,0,0,189.5,112,207.0,95,214.1,91,9.2,7,0,0
127,1,0,0,176.9,110,167.9,100,182.2,138,7.7,2,1,1
106,0,0,0,169.4,107,197.2,71,202.2,79,10.7,4,1,0
61,0,1,20,254.4,133,161.7,96,251.4,91,10.5,4,0,0
135,1,1,24,127.7,54,215.0,105,234.3,84,5.8,4,2,0
115,0,1,26,170.5,107,217.2,77,225.7,71,13.6,5,6,0
167,1,0,0,219.1,100,242.9,90,168.9,101,10.1,4,2,0
112,1,0,0,161.9,138,200.9,114,134.0,134,10.7,4,1,0
35,0,1,27,241.7,87,142.0,101,288.9,68,9.4,4,1,0
103,1,0,0,62.8,124,170.4,66,280.2,78,9.4,4,3,0
107,0,1,22,281.1,83,143.7,130,239.4,128,11.2,9,1,0
69,0,0,0,228.2,70,263.7,80,142.6,60,10.7,5,3,0
24,0,0,0,265.6,86,208.8,102,182.5,105,11.1,6,2,1
90,0,0,0,214.9,97,117.8,117,133.7,78,11.8,2,2,0
137,0,0,0,110.5,79,223.2,111,169.5,64,10.5,3,3,0
92,1,1,45,281.1,88,198.0,103,94.3,76,7.5,3,0,0
38,0,0,0,137.8,86,286.3,76,167.0,77,14.1,3,2,0
69,1,1,33,271.5,98,253.4,102,165.4,85,8.2,2,1,1
73,0,0,0,187.3,118,239.7,90,167.5,108,15.1,2,1,0
92,0,0,0,197.0,84,269.3,105,158.9,105,10.8,4,1,0
113,0,1,32,180.4,89,129.4,124,166.9,124,8.4,2,1,0
68,1,0,0,148.5,126,219.4,125,198.5,121,14.5,7,1,1
135,0,1,22,197.1,113,259.4,95,134.7,135,14.6,5,2,0
100,0,1,26,153.7,115,137.8,146,213.5,104,15.9,5,1,0
96,0,1,27,261.3,96,220.9,101,179.4,97,11.3,2,1,0
108,0,0,0,246.2,102,202.4,134,180.1,95,9.4,5,1,0
84,0,0,0,191.0,88,318.8,119,247.3,79,6.5,4,0,0
134,0,0,0,208.3,86,253.6,89,291.0,86,12.6,3,1,0
72,0,0,0,253.0,73,219.3,78,210.8,89,9.8,4,0,0
83,0,0,0,202.3,87,201.5,111,101.7,82,6.8,4,0,0
56,0,1,30,127.1,89,172.1,116,194.6,111,12.1,3,1,0
171,0,1,17,186.9,94,240.0,138,200.9,64,5.8,3,1,0
123,0,0,0,194.0,118,242.0,114,146.3,108,12.1,4,1,0
58,0,0,0,234.8,89,106.8,131,178.5,122,9.9,6,0,0
156,0,0,0,123.7,96,103.0,80,189.4,82,13.1,4,1,0
166,0,0,0,173.9,103,276.4,83,190.8,113,15.3,5,0,0
75,0,1,41,130.9,115,203.4,110,171.7,68,12.4,4,1,0
75,0,0,0,314.6,102,169.8,86,285.1,100,5.7,3,2,1
83,0,0,0,227.9,78,207.5,115,211.7,100,12.1,5,1,0
243,0,0,0,95.5,92,163.7,63,264.2,118,6.6,6,2,0
153,0,0,0,185.3,127,208.0,73,206.1,124,15.1,3,1,0
150,0,0,0,146.3,133,202.7,95,234.7,103,13.1,3,1,0
92,0,1,16,184.0,99,76.4,134,185.1,96,12.7,3,2,0
80,0,0,0,105.8,110,43.9,88,189.6,87,13.1,5,0,0
77,0,1,24,149.4,74,123.9,72,174.3,84,10.1,6,1,0
74,0,0,0,172.1,105,211.7,99,182.2,105,11.6,6,1,0
143,0,0,0,119.1,117,287.7,136,223.0,100,12.2,4,0,0
64,0,0,0,194.2,147,173.4,87,268.7,114,5.5,2,2,0
120,0,0,0,198.8,56,230.1,73,119.8,81,9.9,3,2,0
121,1,0,0,167.7,94,93.7,121,241.3,115,13.4,1,3,1
88,0,0,0,202.2,86,216.8,93,239.4,99,11.8,2,2,0
87,0,0,0,322.5,106,204.6,93,186.2,128,9.4,4,2,1
100,0,0,0,216.2,107,215.6,84,138.4,127,10.2,3,0,0
104,0,0,0,76.4,116,115.6,74,226.3,94,9.4,3,3,0
27,0,0,0,72.7,75,208.6,117,65.8,71,9.9,3,1,0
81,0,1,31,210.4,100,225.5,97,168.7,120,9.7,4,0,0
64,1,1,33,127.2,93,162.9,104,247.4,109,8.1,13,0,0
107,0,1,28,201.8,79,304.9,128,225.6,133,11.9,8,1,0
111,0,0,0,99.3,112,270.5,136,225.3,94,9.0,6,3,0
77,0,0,0,239.2,114,150.0,115,160.8,81,10.3,2,5,0
67,1,0,0,120.9,58,235.0,88,95.1,130,11.4,11,2,0
102,0,0,0,224.7,81,129.4,112,167.6,109,15.8,6,1,0
146,0,1,19,176.6,88,162.7,66,215.5,98,14.6,6,1,0
96,0,0,0,180.6,92,190.9,114,295.6,125,10.3,4,1,1
70,0,1,31,125.9,101,196.4,102,252.7,75,10.3,4,1,0
149,0,0,0,237.6,79,192.4,107,207.4,111,9.1,9,0,0
129,0,0,0,198.4,91,264.7,106,111.4,101,9.2,2,2,0
166,0,0,0,274.3,110,52.9,109,246.1,119,10.9,5,0,0
136,1,0,0,199.6,89,211.4,96,72.4,84,11.0,4,3,1
149,0,0,0,217.7,91,273.5,74,226.9,99,9.6,3,3,0
70,0,0,0,134.7,96,235.9,90,260.2,113,7.6,6,3,0
66,0,0,0,256.3,135,180.2,106,187.3,135,6.2,7,2,0
104,0,0,0,183.6,133,120.7,98,215.1,112,12.7,2,1,0
160,0,0,0,176.2,90,196.0,115,263.9,95,9.2,4,1,0
129,0,1,37,205.0,94,165.4,103,185.0,81,11.7,8,1,0
93,0,0,0,267.9,114,223.0,74,262.7,90,11.3,3,3,1
169,0,0,0,179.2,111,175.2,130,228.6,92,9.9,6,2,0
58,0,0,0,149.4,145,196.5,105,209.5,108,14.9,3,1,0
75,0,1,38,163.6,132,146.7,113,345.8,115,13.1,3,3,0
45,0,0,0,207.6,71,152.7,94,217.8,125,12.4,13,1,0
155,0,0,0,165.4,108,183.7,103,80.2,108,8.9,4,3,0
52,0,0,0,209.8,114,171.3,82,154.6,119,9.9,9,4,0
119,0,1,27,220.1,128,268.2,133,146.5,80,11.1,3,0,0
86,0,0,0,141.3,72,154.3,95,210.6,91,8.2,5,1,0
42,0,0,0,196.5,89,241.3,123,143.2,105,4.0,7,0,0
127,1,0,0,180.9,114,209.5,118,249.9,105,7.4,4,2,0
149,0,1,43,206.7,79,174.6,122,241.5,80,10.9,3,1,0
160,0,0,0,166.8,109,236.0,117,307.6,77,9.3,1,1,0
137,0,0,0,127.0,107,323.2,75,143.9,127,7.5,2,1,0
129,1,0,0,267.4,78,204.2,85,111.7,146,5.9,4,1,0
62,0,0,0,281.0,66,160.6,108,77.9,74,0.0,0,1,0
122,0,1,33,270.8,96,220.4,110,169.9,104,11.8,8,4,0
32,0,0,0,171.2,82,185.6,102,203.3,64,10.2,7,1,0
130,0,0,0,162.8,113,290.3,111,114.9,140,7.2,3,1,0
42,0,0,0,146.3,84,255.9,113,45.0,117,8.0,12,1,0
73,0,0,0,254.8,85,143.4,80,153.9,102,15.0,7,2,0
66,0,1,26,254.9,108,243.2,135,190.8,95,5.4,3,2,0
103,0,1,31,107.7,124,188.9,104,196.2,98,8.9,3,0,0
128,0,0,0,158.8,75,264.8,91,270.0,77,7.6,7,1,0
103,0,0,0,198.5,112,42.5,90,179.2,124,12.4,5,0,0
124,0,0,0,178.4,72,233.6,134,179.4,91,12.0,2,0,0
87,0,0,0,110.9,91,158.5,115,207.5,131,6.2,5,1,0
109,0,1,27,166.9,85,221.2,92,197.3,97,12.3,4,1,1
167,1,0,0,244.8,91,60.8,105,176.7,110,10.7,3,2,0
97,0,0,0,120.8,96,169.8,101,194.1,63,11.9,3,4,1
125,0,0,0,126.7,113,155.5,131,206.2,112,14.4,7,2,0
108,0,1,35,215.9,106,200.6,107,195.4,107,15.5,7,0,0
89,0,1,32,209.9,113,249.8,104,224.2,92,8.7,7,1,0
23,0,0,0,321.6,107,251.6,115,141.1,158,11.3,3,2,1
149,0,0,0,166.6,61,218.8,107,208.3,131,8.2,6,7,0
73,0,0,0,214.2,90,196.8,78,157.9,112,5.9,8,0,0
61,0,0,0,260.0,123,210.5,127,234.7,70,9.0,3,1,1
161,0,0,0,191.9,113,70.9,87,204.8,107,13.4,4,4,1
118,0,1,24,118.1,83,109.6,72,245.5,73,16.9,2,1,0
23,0,0,0,190.2,89,166.4,108,219.8,73,15.0,4,6,0
127,0,1,25,82.2,95,163.3,109,264.9,104,5.1,6,0,0
42,0,1,32,163.8,80,177.8,123,190.4,106,8.1,5,0,0
45,0,0,0,159.8,91,120.4,86,163.0,93,10.6,3,2,0
50,0,1,24,214.3,129,289.8,55,312.5,130,10.6,4,1,0
179,0,0,0,287.3,123,288.0,114,266.0,112,10.5,4,0,1
152,0,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,0
72,0,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,0
